time,city,words,rand1,rand2,nor,uni,exp
1970-01-02 00:38:30,Lemahputih,aa,750735,1089463198,-717194132.61,26593733.7,4422018257.24
1970-01-02 00:39:00,Arras,aa,404068,-1563308274,-259574567.97,2018665796.78,3725873205.69
1970-01-02 00:39:30,Yangxipu,a,875279,161847910,-1097967480.14,957612544.18,348908018.39
1970-01-02 00:40:00,Rokytne,a,779954,344066147,406827652.43,1982499160.85,2629579304.92
1970-01-02 00:40:30,Jabat,a,543263,-661772294,-2246659486.85,1892021878.57,3352659193.36
1970-01-02 00:41:00,Jinli,a,141432,1500812327,-7675826.99,239998586.88,322065742.85
1970-01-02 00:41:30,Hobart,a,262015,287004475,2072968785.69,940917260.49,700530368.13
1970-01-02 00:42:00,Ash Shaykh Zuwayd,a,332303,473918561,-2187357603.28,850919700.66,207334793.02
1970-01-02 00:42:30,Lafayette,a,197787,-1767791763,4158947580.06,541659462.03,4128206874.14
1970-01-02 00:43:00,Iwye,aaron,227243,-778970049,-2380548175.42,594640209.65,487957298.9
1970-01-02 00:43:30,Agía Triáda,a,172447,-1789838215,-1327555454.99,1416604238.01,2603619022.49
1970-01-02 00:44:00,Canchayllo,a,240006,-1066491266,-2889794281.57,901023501.12,1070360369.26
1970-01-02 00:44:30,Jīsh,abc,38037,759821960,761573942.83,1692573375.81,1672729776.38
1970-01-02 00:45:00,Xinxing,a,778369,369732569,-1829498747.27,940717429.08,2188359867.4
1970-01-02 00:45:30,Bamencheng,aaa,5138,-1342228708,1615260032.57,1260912367.8,264719817.6
1970-01-02 00:46:00,Zhangjiaji,aa,727292,-1696935496,-2520089864.32,2119724957.81,1308802999.1
1970-01-02 00:46:30,Karibib,a,59690,1470262357,431671839.25,359726491.72,1417041216.08
1970-01-02 00:47:00,Taihe,ability,922189,1241646130,221294802.33,614922737.84,4521096047.95
1970-01-02 00:47:30,Tiedonglu,aa,756116,-525384302,2893563233.36,2139279875.29,2867109979.16
1970-01-02 00:48:00,Shanghu,a,747773,1890034641,-425353266.83,49863233.75,1821879880.45
1970-01-02 00:48:30,Zaragoza,a,94693,1556820973,1716324372.77,1569422587.92,1312192800.4
1970-01-02 00:49:00,Brańsk,a,550103,2062073110,1783891891.18,1542658655.09,1234015328.82
1970-01-02 00:49:30,Mancos,about,360360,-1871304984,-3263064315.4,262639523.7,3810655537.3
1970-01-02 00:50:00,Banjar Triwangsakeliki,aaa,949694,-429077214,244378434.8,877150128.09,1492004312.02
1970-01-02 00:50:30,Khenifra,a,109620,923851996,-2404815583.12,1752180958.34,544134481.06
1970-01-02 00:51:00,Danao,abc,414730,656272055,-1459072711.33,1583776674.52,240373019.08
1970-01-02 00:51:30,Laban,a,736023,471785684,1481726212.87,1257515381.82,245853425.03
1970-01-02 00:52:00,Xiaohenglong,aa,884227,-790313103,979582527.2,444238969.44,2406142648.13
1970-01-02 00:52:30,Kamárai,abilities,565781,-1897293977,837153926.48,1276406805.66,1084904313.42
1970-01-02 00:53:00,Lyon,a,2470,-269736630,2133328223.81,1700982459.31,1575012420.87
1970-01-02 00:53:30,Bairro dos Marinheiros,aaa,989693,-1090141244,3075723567.66,920074305.49,821454474.94
1970-01-02 00:54:00,Ruo,aaa,607543,2131557874,-152112947.54,768601958.98,882849019.2
1970-01-02 00:54:30,Dengzhou,a,779858,570991732,660087099.16,1934522637.71,439977870.52
1970-01-02 00:55:00,Kyshtym,ab,503905,635399477,18250112.75,1780199335.26,3384671102.21
1970-01-02 00:55:30,Blumbang,a,620267,-1047668073,727244123.08,433091347.69,525963776.54
1970-01-02 00:56:00,Stockholm,a,590764,-758353906,2785673135.48,1910792337.44,28566369.54
1970-01-02 00:56:30,Tambulig,ab,789847,1756342571,-777627956.34,234108354.4,852728825.62
1970-01-02 00:57:00,Petrovo-Dal’neye,aa,718840,-216636071,-1551757097.53,393422241.45,260046258.14
1970-01-02 00:57:30,Admiralteisky,aaron,894540,-997717785,271124228.34,808577967.98,2555536582.14
1970-01-02 00:58:00,Norrtälje,a,181015,556738170,-200502596.86,1144517132.08,492284326.46
1970-01-02 00:58:30,Dodu Dua,a,31852,1585716728,-967666807.61,423857890.99,1063443758.06
1970-01-02 00:59:00,Pule,aa,297185,-403099289,4107930089.28,1995124701.81,5100123805.74
1970-01-02 00:59:30,Bandjoun,a,778595,-1559308416,-541006609.74,1747198655.02,1837272290.81
1970-01-02 01:00:00,Saint-Brieuc,abraham,820432,-1277328567,3132975943.5,668244240.96,3560329745.77
1970-01-02 01:00:30,Dolo,aaa,657813,1507814393,-2060984172.22,2108805164.82,5320447517.93
1970-01-02 01:01:00,Trompsburg,a,384260,-1938542982,-2048810842.55,1425265469.75,597876567.25
1970-01-02 01:01:30,Napak,a,260687,-658825837,-673364082.2,1833055986.57,224635842.55
1970-01-02 01:02:00,Zaragoza,a,906582,1109808180,-810853553.43,1425953726.69,1310867524.71
1970-01-02 01:02:30,Oslo,a,347245,-2123536000,4953256661.35,24115859.54,1681327443.14
1970-01-02 01:03:00,Wangqinzhuang,aaa,634082,-1628503027,-2984945033.67,2135452052.01,844257217.42
1970-01-02 01:03:30,Al Matlīn,aa,890816,1580212804,-976414933.0,806697653.81,163755252.76
1970-01-02 01:04:00,Doumen,a,401794,538112544,1281829987.55,367884490.84,6565834146.56
1970-01-02 01:04:30,Genova,aaron,222481,-1226817590,-514297773.88,1124223951.74,2351348509.1
1970-01-02 01:05:00,Saint-Quentin-en-Yvelines,a,348733,1874997689,-4000760150.81,896514679.46,3297389930.08
1970-01-02 01:05:30,Kosów Lacki,a,275851,1496057966,-1461109644.19,592699607.32,958958742.43
1970-01-02 01:06:00,Lishu,ab,339920,-965584421,451904775.6,1446873320.97,2738860739.81
1970-01-02 01:06:30,Almeirim,aa,805955,-640937618,1527471525.96,1197431929.72,7402684165.47
1970-01-02 01:07:00,Huibu,a,124903,345416447,-2623679706.61,1449094587.7,2186641709.25
1970-01-02 01:07:30,Huangxi,a,887348,2140832769,-2972084560.01,1520322207.21,4839783852.27
1970-01-02 01:08:00,Castro Daire,aaa,940725,606516923,-307547814.21,988055127.44,8370834536.65
1970-01-02 01:08:30,Phetchabun,a,31823,-76234105,2572792037.85,226375520.89,984292838.92
1970-01-02 01:09:00,Banakaja,a,58468,295098898,2403550652.19,1629368733.59,1527159904.48
1970-01-02 01:09:30,Nieuwegein,aa,275805,520637775,-2912556152.52,795009239.85,1133459357.52
1970-01-02 01:10:00,Kaustinen,a,993287,-2081594774,-4188960041.4,1727254257.48,1515216031.84
1970-01-02 01:10:30,Shilovo,a,240122,-1222679364,-2456596422.11,1450472150.74,187472610.06
1970-01-02 01:11:00,Shizuoka-shi,a,87592,1905097942,-1129290732.63,411455613.96,1995364447.05
1970-01-02 01:11:30,New York City,a,850084,2027270048,355103283.66,620120779.26,5475946792.38
1970-01-02 01:12:00,São José do Rio Preto,abilities,699618,672487108,344603392.4,1131464186.11,1734769257.35
1970-01-02 01:12:30,Mingfeng,able,254434,-320174967,2128208229.05,415646741.73,3027718802.79
1970-01-02 01:13:00,Sar-e Pul,a,729506,300717384,-1283933375.08,297749600.13,298623429.66
1970-01-02 01:13:30,Isiolo,aa,69268,714879139,-1216681411.15,389999318.58,272971567.73
1970-01-02 01:14:00,Zhaoguli,a,231890,1445300004,4593203184.7,1899668624.5,3415165990.87
1970-01-02 01:14:30,Caucagüito,a,666951,801080732,3563039582.43,1163866291.89,3008901851.65
1970-01-02 01:15:00,Kaustinen,a,895552,-1410432649,-1938267208.89,354498535.27,237635340.29
1970-01-02 01:15:30,Stockholm,a,379656,749846979,-1540895490.57,868542718.35,8740746524.54
1970-01-02 01:16:00,Atsugi,a,754380,15575012,907863397.62,1212696940.15,704462422.47
1970-01-02 01:16:30,Taling Chan,a,548661,1094336589,-3231485673.94,870043746.83,207571396.16
1970-01-02 01:17:00,Kawengan,a,703368,1488298362,1946981605.33,1302126560.5,592385030.53
1970-01-02 01:17:30,Yanyang,abc,575111,1015021618,1935193680.46,735456416.54,2674552705.42
1970-01-02 01:18:00,Duofudu,a,187974,-516174331,85569479.06,1088632324.14,2230884601.73
1970-01-02 01:18:30,San Juan Bautista,a,195678,842423484,-2500262206.78,1451314988.82,1547307446.11
1970-01-02 01:19:00,Cañasgordas,a,733942,-81296177,-1146946646.79,1128528107.83,573695040.3
1970-01-02 01:19:30,Phra Yuen,abandoned,426802,2071556919,698527329.85,1172170838.41,3255543389.36
1970-01-02 01:20:00,Agarsin,a,88355,1930112764,1788187388.19,245525922.93,4344717457.21
1970-01-02 01:20:30,Ponggeok,a,736859,1235509158,598789318.06,2083988663.79,1180039508.55
1970-01-02 01:21:00,Toulouse,ab,939646,267773678,-1886352621.1,539535242.53,1605645575.51
1970-01-02 01:21:30,Radès,aa,213990,-1475551694,919553128.5,81126079.25,328970120.26
1970-01-02 01:22:00,Jiangchi,a,722439,-9984758,-2614827034.52,1534144710.87,2140397282.84
1970-01-02 01:22:30,Xiaohenglong,a,479403,126672896,2331606640.36,1674816061.42,1476228282.08
1970-01-02 01:23:00,Bobrov,a,790561,718491651,845691399.81,2021116062.04,180020662.84
1970-01-02 01:23:30,Rakhiv,a,229432,-143272769,1945925439.79,226621053.55,379525644.29
1970-01-02 01:24:00,Adelaide,a,241339,1316632444,5313063269.19,1373511734.11,4614275189.34
1970-01-02 01:24:30,Cincinnati,a,270345,-1752300417,1511926809.76,227910870.15,3877927882.15
1970-01-02 01:25:00,Saurimo,a,567824,2000043473,3087105642.52,1259245833.53,1282891565.64
1970-01-02 01:25:30,Sosnówka,aa,34495,-136608786,-587754130.7,1072588072.63,4249169366.61
1970-01-02 01:26:00,Kannabechō-yahiro,a,59607,2028996824,-1577431843.27,2095409888.48,899505541.09
1970-01-02 01:26:30,Tenjolaya,a,151251,-1275896608,186099267.09,269761126.86,1858411240.12
1970-01-02 01:27:00,Al Wāsiţah,aaa,628625,2076406312,1145706551.46,585023427.06,841068560.25
1970-01-02 01:27:30,Mercedes,a,253716,384702523,-2418242376.8,355803167.93,2295846173.36
1970-01-02 01:28:00,Makata,aaa,571023,-1821123852,353769090.64,362211886.98,4053979.15
1970-01-02 01:28:30,Etten-Leur,a,48328,-1928851589,-859838520.73,687339516.87,1774644989.74
1970-01-02 01:29:00,Banakaja,aaa,914732,844816935,-2514960149.16,343400301.88,642650825.94
1970-01-02 01:29:30,Yangtan,a,133673,1125966789,1530752488.49,1285838133.69,679851410.03
1970-01-02 01:30:00,Pondokdalem,a,382130,1123999884,2841144800.18,74162967.93,1324020734.18
1970-01-02 01:30:30,Qingqu,a,951297,-699977227,-1480767767.61,889717517.53,4017348296.36
1970-01-02 01:31:00,Kawengan,aaa,615753,-779927965,-1394487969.97,1137660818.37,919083230.73
1970-01-02 01:31:30,Leer,aa,27037,-1892529138,-1996980314.27,1245077935.18,1674981424.23
1970-01-02 01:32:00,Huangxi,aaron,596988,-1303730709,-2266347135.4,256922678.78,1042907357.97
1970-01-02 01:32:30,Bethlehem,aaron,363602,884321256,-2584937108.54,1395817378.53,1195823872.34
1970-01-02 01:33:00,Liuliping,aaa,747011,1806982256,-3668472320.0,1901924602.69,1023496852.01
1970-01-02 01:33:30,Kananga,aaa,459379,1935564452,-618003150.88,781342730.71,292998943.89
1970-01-02 01:34:00,Caikouji,aaa,144137,2062631494,5282742381.89,25225520.23,823212001.25
1970-01-02 01:34:30,Świlcza,a,926500,1193343425,-2223693953.08,1668598988.47,1280770298.38
1970-01-02 01:35:00,Sangallaya,a,904001,692887300,1541932364.16,120807364.07,1443914650.26
1970-01-02 01:35:30,Kultayevo,aa,221124,-399531821,2054564172.53,40655218.03,1070856078.29
1970-01-02 01:36:00,Arsen’yev,ability,131435,-1179241258,2222319387.18,3291746.22,5143055578.0
1970-01-02 01:36:30,Tiedonglu,ability,677903,-1883106174,-703335873.67,1410271758.56,2177260910.16
1970-01-02 01:37:00,Paris 03,aaron,242498,1361494512,914304032.84,1665426567.32,445963500.54
1970-01-02 01:37:30,Dolo,a,702632,1600941360,-412376737.54,1466703102.19,375521660.81
1970-01-02 01:38:00,Vischongo,a,997939,2128758215,1970490180.74,513788922.23,458298853.65
1970-01-02 01:38:30,Traiguén,aa,770082,1441292939,255084302.51,759740953.18,1123967202.98
1970-01-02 01:39:00,La Soledad,a,211388,-1151659251,-236536859.66,346535777.09,719881064.87
1970-01-02 01:39:30,Laban,aa,689793,849407807,1441011432.72,1781689546.95,807822726.75
1970-01-02 01:40:00,Tieshan,a,631290,782655111,723429953.52,1739506217.22,2581098191.5
1970-01-02 01:40:30,Cigadog Hilir,a,145707,-191822162,4609646675.48,1893695073.51,209811138.27
1970-01-02 01:41:00,Norrtälje,a,977856,2057107478,-2511880061.65,1524888774.35,2153848533.56
1970-01-02 01:41:30,Katyuzhanka,a,373584,1761108409,-475827735.73,567235109.7,4523109855.75
1970-01-02 01:42:00,Fradelos,aberdeen,215180,-1657159504,401394886.83,2068960101.94,500599068.31
1970-01-02 01:42:30,Gujba,a,283527,2127605092,2100512207.48,594454463.93,5141001369.66
1970-01-02 01:43:00,Skrzyszów,a,362162,-1539884161,-303700740.87,1168980894.98,2735141842.64
1970-01-02 01:43:30,Iida,abandoned,23973,7221452,344008604.46,619490755.17,1437507040.99
1970-01-02 01:44:00,Yongyang,aa,443063,-946026054,112144035.67,2120082971.65,625988182.71
1970-01-02 01:44:30,Grugul,aa,931153,270288093,349374968.23,649044926.84,853472613.3
1970-01-02 01:45:00,Soeng Sang,aa,75926,-314474402,-1725130948.36,1445749117.26,2296256758.38
1970-01-02 01:45:30,Huyu,a,339068,438959956,3860834936.39,881443108.07,1318645355.62
1970-01-02 01:46:00,Bogor,aaa,108086,2130327253,3729381329.05,806720176.94,685482429.39
1970-01-02 01:46:30,Cachoeira,a,291780,-998508414,-1108062661.47,100843576.82,725201270.39
1970-01-02 01:47:00,Rennes,a,435813,-660515146,-1754984149.29,155552904.24,114301604.72
1970-01-02 01:47:30,Totok,a,109311,-550576179,427401906.01,614969512.27,1762997815.85
1970-01-02 01:48:00,Adelaide,a,342613,1506817747,621120561.42,1999752442.82,702849117.0
1970-01-02 01:48:30,São Brás de Alportel,a,283297,-23863414,-2608938246.24,1017315915.19,3265212138.78
1970-01-02 01:49:00,Palhoça,a,251678,1935693359,1797442033.49,1273816117.31,3001244818.49
1970-01-02 01:49:30,Zhoukou,a,269516,514913339,824672977.47,168090647.91,2035852750.28
1970-01-02 01:50:00,Palhais,aaa,724079,1766350718,-2687465846.24,1813172750.16,5888150900.31
1970-01-02 01:50:30,Citeluk,a,301464,-745781333,2852597732.7,1283193419.73,943612494.7
1970-01-02 01:51:00,Zuolan,ab,554755,-1819534112,-1649418764.19,392762184.72,7136988180.11
1970-01-02 01:51:30,San Rafael,a,270737,260749899,129519326.97,57407572.04,1178456510.75
1970-01-02 01:52:00,Kroczyce,ab,208307,547131205,3248900721.54,696693437.99,1238942255.03
1970-01-02 01:52:30,Nestório,a,818464,1140912605,1651081980.97,372975213.02,2942593543.08
1970-01-02 01:53:00,Cachoeira,a,578251,-304722898,3082735122.19,1849778661.23,1182619366.08
1970-01-02 01:53:30,Dukuhsawah,a,484921,-1277418354,2275049340.1,1164935691.24,1610602033.57
1970-01-02 01:54:00,Perovo,aa,548260,1045309185,3190522370.33,365753676.57,3351009247.48
1970-01-02 01:54:30,Czarna Białostocka,a,583312,190912261,769755833.88,244589203.38,2899775865.51
1970-01-02 01:55:00,Tonghae,a,275729,1647160591,-1658541496.74,1375670073.91,1405921735.51
1970-01-02 01:55:30,Lemahputih,aa,269364,1122498600,1627065279.98,694462655.89,57209074.16
1970-01-02 01:56:00,La Dicha,a,152234,-244217691,3275949120.69,1633446246.62,6280428789.18
1970-01-02 01:56:30,Al Wāsiţah,accessible,455543,2089775255,-951353551.21,1832466329.06,1350823364.72
1970-01-02 01:57:00,Longqiao,a,858485,-2037034473,-1088500093.3,186256414.4,4395115238.98
1970-01-02 01:57:30,Haarlem,a,3490,1420722186,1950647172.84,413751955.04,118649400.34
1970-01-02 01:58:00,Jianyi,a,323076,1716274667,-3263783406.8,1440384566.24,4546440137.9
1970-01-02 01:58:30,Bopu,a,859069,339764471,-2817265707.75,1996086071.59,855113232.72
1970-01-02 01:59:00,Hangji,a,689157,-1670404022,-1384959297.51,1212244522.81,862622684.57
1970-01-02 01:59:30,Mēga,a,777324,-1345702605,-354832811.81,1281202780.98,1001086015.72
1970-01-02 02:00:00,Laguna Paiva,a,608976,-727070981,-136872712.42,1009766625.87,1156122864.9
1970-01-02 02:00:30,Örebro,a,304983,251035396,-1664061718.66,1291676596.02,1438689281.42
1970-01-02 02:01:00,Koszęcin,abortion,863695,741820315,-2409675400.16,179154.14,1986478716.22
1970-01-02 02:01:30,Merefa,a,85583,-1561681483,-1257840882.26,1977779327.6,1147269731.79
1970-01-02 02:02:00,Pailles,aa,227569,1123101390,-1086095497.24,958994442.99,1969392129.84
1970-01-02 02:02:30,Sysert’,a,643156,-623931279,3294820983.9,558101196.75,2381534496.43
1970-01-02 02:03:00,Shiniu,a,591909,852890305,1153904039.92,1457456821.39,109631894.46
1970-01-02 02:03:30,Katyuzhanka,a,457633,1561806683,-1923260883.12,1422809178.71,907481456.48
1970-01-02 02:04:00,Taoyao,a,732825,-606637157,-75779895.98,2113696728.97,838303667.24
1970-01-02 02:04:30,Slatyne,a,359230,1841326790,-2628614103.49,876320076.6,192265489.58
1970-01-02 02:05:00,São Silvestre,a,518789,-754988731,2151300236.64,828321763.0,1133887204.36
1970-01-02 02:05:30,Dzerzhinsk,aaron,182123,-359870366,-2069355332.34,1032026777.97,2308163446.22
1970-01-02 02:06:00,Thủ Thừa,aa,744531,623598926,782633719.43,1852761416.83,703253434.25
1970-01-02 02:06:30,Giado,a,56625,679174307,-762447267.76,1644822455.01,1279297080.99
1970-01-02 02:07:00,Sar-e Pul,aaron,151333,-1567151936,-2710360540.63,1992612784.99,2348719839.4
1970-01-02 02:07:30,Banjar Triwangsakeliki,a,226926,1982937595,-640585050.89,2020743665.78,2969925129.19
1970-01-02 02:08:00,Palhoça,a,450566,-780558946,-432827854.88,1373881570.07,4311951729.15
1970-01-02 02:08:30,Świlcza,a,803455,602005803,-761900772.0,105824596.58,2059518568.92
1970-01-02 02:09:00,Stockholm,boobs,840037,-1003835307,-597786562.8,122161608.8,653647939.67
1970-01-02 02:09:30,Plumbon,aaron,557793,617233792,-611878532.63,1722196543.67,141531287.01
1970-01-02 02:10:00,Los Fresnos,a,18594,620122729,2399937593.92,831451199.24,1155708558.42
1970-01-02 02:10:30,Velké Opatovice,a,215163,2031376019,-2599330320.29,1499092891.53,528456610.67
1970-01-02 02:11:00,Vnukovo,a,709076,-1506067701,1611872255.44,1641149353.25,391227314.52
1970-01-02 02:11:30,Tazhuang,a,411617,-158231546,42329349.32,703140298.64,4030875022.61
1970-01-02 02:12:00,Maclear,aaa,668019,1913866378,-1713066438.77,952396907.62,3031392020.12
1970-01-02 02:12:30,Gambiran,aa,114536,1438400194,2275150277.67,873973420.6,141302358.03
1970-01-02 02:13:00,Caohe,aa,589225,359289351,2717378734.83,1851194404.27,333638647.89
1970-01-02 02:13:30,Rashaant,a,601732,2118276741,-699520395.15,323603827.43,699246508.2
1970-01-02 02:14:00,Pul-e Sangī,a,886407,-1227468389,137564442.14,63757847.67,432956980.36
1970-01-02 02:14:30,San Juan Bautista,aaron,187352,1862507673,-1703923090.02,1806263371.3,307860683.5
1970-01-02 02:15:00,Santa Catalina,a,717133,643385618,-1091910298.82,2004541886.47,470515304.79
1970-01-02 02:15:30,Velký Újezd,aa,401078,-431757363,-1882493722.23,539573875.17,5325981007.95
1970-01-02 02:16:00,Seia,a,829049,-568321938,-420428188.89,1420661529.7,418958328.45
1970-01-02 02:16:30,Det Udom,a,761200,342819367,-1137769705.19,1917244262.93,891686082.84
1970-01-02 02:17:00,Dawan,a,461171,-178839377,-2222394720.19,873263760.57,8694739034.1
1970-01-02 02:17:30,Tieshan,a,297070,-1919534153,1515834177.16,38750700.29,1425074991.24
1970-01-02 02:18:00,Clorinda,absence,534965,235218253,-1138342530.18,1329020268.79,127649605.61
1970-01-02 02:18:30,Bogi,a,765442,-920463594,1121981318.85,312171350.26,5211821587.41
1970-01-02 02:19:00,Gujiadian,abandoned,300182,-456722444,1228373671.01,1359102559.73,140718540.5
1970-01-02 02:19:30,Ruo,a,599431,-637293086,3148589514.44,1098485902.78,5730238183.02
1970-01-02 02:20:00,Villasis,a,801795,1509257935,-841954921.2,240434842.58,663144013.78
1970-01-02 02:20:30,Bopu,aaa,832311,-1807309270,3220319713.7,341901479.81,3474950367.27
1970-01-02 02:21:00,Shouchang,a,646982,1023071372,-910432488.94,1029292199.49,309202163.98
1970-01-02 02:21:30,Zbąszyń,aaa,953318,68450316,1664629230.18,206269491.05,2644106760.23
1970-01-02 02:22:00,Cotton Ground,aaa,431620,-335306999,1493356489.57,1452036336.41,1827772208.91
1970-01-02 02:22:30,Matai,aaa,85912,-485631305,1573899017.26,316572354.51,1800047209.89
1970-01-02 02:23:00,Arroyo Salado,a,833112,79797419,876839354.2,1990373147.12,63309282.33
1970-01-02 02:23:30,Petrovo-Dal’neye,a,602184,1748339996,1640957361.93,932207112.65,5361910653.66
1970-01-02 02:24:00,Ketovo,a,617245,-21009073,1755506144.69,1504241549.56,3846529560.39
1970-01-02 02:24:30,Kulykiv,a,740308,-1907692887,3993920216.18,1034543387.92,993843842.46
1970-01-02 02:25:00,Patimuan,a,847394,617157983,168488756.98,1604945460.14,1581016043.01
1970-01-02 02:25:30,San Antonio,a,404024,1601258707,-139780987.58,1700137414.41,1413929374.96
1970-01-02 02:26:00,Qujiang,aa,949408,-1981031831,-1370437197.36,992070696.97,1732707968.34
1970-01-02 02:26:30,San Vicente,aberdeen,214224,-333285356,-1877211274.14,791256092.57,4383512509.87
1970-01-02 02:27:00,Baitu,a,601818,-269786621,-4265512569.82,567046569.05,2877634020.62
1970-01-02 02:27:30,Bisée,a,923211,1825754003,1547494085.93,899735075.19,622333601.66
1970-01-02 02:28:00,Zaragoza,a,502401,-1875484558,1441662090.46,1724553707.03,7315718859.49
1970-01-02 02:28:30,Zarrīn Shahr,a,335139,-130325805,-1663299226.8,1981715309.71,2856154049.26
1970-01-02 02:29:00,Starcevica,a,710652,-68142737,1358428629.63,2055406351.06,3520769092.74
1970-01-02 02:29:30,Passos,aa,577256,81271669,-4241371382.91,1091522231.15,1278228593.49
1970-01-02 02:30:00,Kawengan,a,374002,218968473,2657004225.11,485553863.14,3296018315.67
1970-01-02 02:30:30,Arsen’yev,abandoned,652645,954017122,-957031226.06,1347061176.97,7015726059.01
1970-01-02 02:31:00,Yamen,a,711873,-1886280972,1291108680.92,1851185078.95,6641166581.94
1970-01-02 02:31:30,Kantemirovka,ab,126725,-709567507,2744868830.89,1513801925.27,737247505.26
1970-01-02 02:32:00,Lopandino,a,876101,-1376656522,-3224529034.14,1867963616.35,2408061517.86
1970-01-02 02:32:30,Chrysó,aa,542874,-1343851838,3491739408.16,403370316.13,1798875232.1
1970-01-02 02:33:00,Břeclav,a,338138,1478989268,1409803734.11,367974493.73,441166727.33
1970-01-02 02:33:30,Nanhe,a,757047,354038376,798045088.75,122452138.15,1021767465.93
1970-01-02 02:34:00,Khotiv,a,779400,-1288116911,-2120029009.96,1312132994.8,155208679.61
1970-01-02 02:34:30,Aubervilliers,a,340219,-1281337595,548147306.28,32434569.68,3743891152.74
1970-01-02 02:35:00,Qianzhou,a,317893,-326898792,1079262582.79,1819772157.62,2315867175.85
1970-01-02 02:35:30,Caijiang,aa,757778,-261656577,1042567458.67,1041652802.07,3500975693.09
1970-01-02 02:36:00,Enhe Hada,a,817570,769900957,-909471132.12,486001509.27,3542241860.86
1970-01-02 02:36:30,Harhorin,a,443859,-1182015539,-1080276020.34,1751517519.12,5544654114.51
1970-01-02 02:37:00,Kebonan,able,945978,-867798205,-2481513476.51,809823616.38,25108873.14
1970-01-02 02:37:30,San Andrés Villa Seca,a,209965,-75335514,1864179809.69,971091912.39,3124464905.24
1970-01-02 02:38:00,Daigo,a,738311,-337383925,-5854253158.84,249981588.63,4359243097.47
1970-01-02 02:38:30,Karmah an Nuzul,ab,854364,-460352441,-935929333.21,926312504.1,408662314.2
1970-01-02 02:39:00,Bella Vista,abu,130250,-1697211753,-655817053.79,695161265.03,2563252160.32
1970-01-02 02:39:30,Sestroretsk,aa,674394,700641309,2221244614.61,856990505.91,485028230.72
1970-01-02 02:40:00,Ugljevik,a,906590,423595091,1394498506.67,646643479.08,5553848763.26
1970-01-02 02:40:30,Jiuhe,a,622721,-1384989511,-1462979531.68,1175628598.43,3047038379.98
1970-01-02 02:41:00,Kapunduk,a,513664,-1188518236,3239846082.11,1749550455.48,3161279226.97
1970-01-02 02:41:30,Chornomors’ke,abilities,910726,-2034951864,-2873526273.87,286904080.52,1404742728.15
1970-01-02 02:42:00,São José do Rio Preto,absorption,538236,-679167509,3376990310.11,1658401511.66,3619538477.24
1970-01-02 02:42:30,Louisville,a,375693,-32822556,-263337563.01,147326365.55,667814252.9
1970-01-02 02:43:00,Salcedo,aa,331069,-711399429,-998971554.01,790357953.24,1129862982.47
1970-01-02 02:43:30,Yinyang,a,851328,-66641637,-3410149683.45,671486145.77,317941923.98
1970-01-02 02:44:00,Balugo,aa,971568,953720730,-2713276649.13,75487669.09,2400439767.7
1970-01-02 02:44:30,Gongping,a,924790,1834311187,411416052.93,1674054260.37,1224877069.71
1970-01-02 02:45:00,Lubumbashi,a,91512,810221292,-1274717162.17,561302401.97,472953938.27
1970-01-02 02:45:30,Chitral,a,894911,1853138979,-1670111691.06,1768737081.34,3705535670.23
1970-01-02 02:46:00,Jatiprahu,a,214543,824002826,-3920403254.05,1424472794.07,373816975.41
1970-01-02 02:46:30,Cawayan,aaron,920117,-1978219897,2388739287.54,1937501732.86,2900998275.33
1970-01-02 02:47:00,Papágou,a,993087,861576345,2599123265.71,506257481.13,1810385291.69
1970-01-02 02:47:30,Telsen,a,51986,-993978790,2249158573.59,586803915.4,1781057589.07
1970-01-02 02:48:00,Hatu Buh,aa,310380,762680760,-4917519428.62,30826912.08,194192644.27
1970-01-02 02:48:30,Acton Vale,aa,280707,1777795243,4128905132.48,92152459.29,276421837.37
1970-01-02 02:49:00,Psychikó,aa,314365,4807233,4984200047.5,1557894525.21,827467541.06
1970-01-02 02:49:30,Norrtälje,a,384876,24168354,945442024.59,2107373259.95,6243729753.31
1970-01-02 02:50:00,Cambebba,a,17855,-1273492506,3809315799.48,1332230440.44,488058042.05
1970-01-02 02:50:30,Ínfias,aa,212411,-638873810,3938474039.81,960535086.66,733931307.4
1970-01-02 02:51:00,Mainz,a,726731,546627805,-320037706.41,112022540.97,6727778613.21
1970-01-02 02:51:30,Inčukalns,about,896125,-388524969,-1190502726.81,175729951.17,3675037526.25
1970-01-02 02:52:00,Kyshtym,abstracts,899939,-1766275240,-880000650.87,624374554.43,6059258008.65
1970-01-02 02:52:30,Villa Lugano,aaa,721144,-2071213401,-1687825002.55,856332980.4,1140309210.41
1970-01-02 02:53:00,Sanshan,a,84495,-739862886,467882766.15,685032883.4,1204899809.39
1970-01-02 02:53:30,Oshnavīyeh,aaa,168008,1202750112,1157393107.14,1145952482.77,687561344.39
1970-01-02 02:54:00,Marly-le-Roi,a,588048,-777395013,-2002500290.48,1571457257.09,84999714.18
1970-01-02 02:54:30,Pescara,aaa,812479,52750486,48391985.84,171013061.54,2012823146.02
1970-01-02 02:55:00,Clorinda,a,31524,-1291764050,655174907.52,1880831881.65,665570544.99
1970-01-02 02:55:30,Isiolo,a,836824,1545493017,-1960303696.06,441223008.72,4390933467.77
1970-01-02 02:56:00,Tonglin,aaron,820440,1330414567,-406541133.17,479483025.2,1514736208.68
