StreetName,rand1,nor1,uni1
Heath,246309,581642149.7228334,1449990109.280111
Mayfield,945632,1500290277.6695688,186106674.81355542
Barby,417520,1807549010.247099,546272725.5630935
1st,578462,1514764503.8991764,1186335982.4766521
Hovde,19512,2062122177.3931444,3785719751.043444
Bartillon,503871,644159871.8444235,8464642096.366872
Lindbergh,893695,818775564.2724946,1514587830.365669
Derek,690422,2113140024.3214967,5305038728.027879
Hintze,223006,205635775.09207144,884480072.7190404
Talisman,854296,1560113264.2934139,2238685446.299839
Aberg,168176,1743680199.902656,1777003968.8236403
Oxford,693059,1551641879.0131824,510690910.5835571
Mosinee,831096,2000348547.0814848,168666653.67152268
Marcy,256888,1134259301.840616,1304125427.66313
Fairfield,417640,1344230885.5149388,1250028453.7702343
Bobwhite,733820,1661332750.3993726,54836661.6755138
Arkansas,819535,1234559941.224138,2071275919.812704
Towne,281366,1771135323.3981996,1148663896.2825656
Surrey,224055,536387654.654957,758175682.5805838
Grover,870014,2140049780.0311506,8760291287.229856
Pond,948529,93092009.90052597,833223663.4591615
Caliangt,812192,17155232.048200294,5068151574.538566
Lotheville,417840,530760124.8520842,5641653289.247064
Dexter,388165,1066896281.8710439,1906915285.3386505
Union,623521,1172796406.2187977,1702374751.800833
Crest Line,580273,1469430225.8062806,1390916504.4826288
Springview,407731,1468360835.4905467,275690444.0737126
Mendota,52844,289193315.61837393,1550508112.0392675
North,30951,676382140.8759089,1995614626.0410318
Continental,908121,1066468614.7771188,2088874674.758025
Cardinal,575895,960882162.5219724,2777956493.5646195
Anhalt,692941,2028858506.7749348,852323322.4599406
Pond,683685,1316863073.8742483,569377031.9580979
Lyons,303839,552962136.1061587,410819163.88605046
Farwell,820201,1332332876.891709,2065473043.3875685
Lyons,12704,237145457.5327521,184478237.50160864
Steensland,147368,340891369.12379396,159351798.971401
Eastwood,448950,1368236783.1897461,940912721.9520607
Thompson,554655,2107820011.0170083,5566778000.078248
Esker,902059,2106727757.4177158,606668121.4228038
David,136881,134734249.79300264,5638966764.165818
Hoepker,589847,1125065890.57088,688458957.950677
Becker,405256,1792909940.5271103,11169260.660052208
Buell,551794,1734966272.993173,900059515.9137462
Prairieview,821284,464608563.31255376,509667418.3129339
Wayridge,120229,336883973.35826457,656361665.8128282
Knutson,270436,423655429.7832141,4677210019.001212
Meadow Valley,803007,190198638.83735853,373983550.2057829
Victoria,467836,1871674595.7646453,482007288.51315975
Laurel,941798,333007968.7283482,1815889459.9190586
Knutson,521137,1355482550.834381,294362598.67598414
Monument,825879,1067588883.4524215,2356918056.2973404
Ridgeview,726594,894220099.2649494,986553891.1048478
Schmedeman,896831,782687333.6599519,5999093278.13012
Coleman,805375,1281385634.5962286,5615869663.89285
Aberg,333800,327040436.0550421,1024964141.6300749
Talisman,484300,1694556797.9530983,1475941648.7398236
Washington,962331,1755395916.7030003,3692396699.214447
Almo,766915,1124624168.2339008,5549230118.100073
Morning,870391,1820712628.3972075,249952494.14240676
Dapin,8629,1028708250.268671,7951435728.079524
Stuart,722170,890192526.2362856,3510187707.3094735
Marcy,920819,1547349161.6523507,423106031.5546138
Macpherson,935599,1921540297.7650442,335295260.6614825
Meadow Vale,899216,737624550.7486551,7740896082.235758
Sundown,242720,95420544.48752183,61698524.76221224
Fulton,667395,1108944141.9390457,3027266885.7147417
Delladonna,916141,1963059401.18947,336736713.65313333
Sachs,2219,1378025015.3228018,6565747888.495775
Pleasure,319913,1605809107.466294,2559805558.9643598
Springview,994905,1420888411.0407944,479711390.05761147
Hansons,753271,1793283183.5574837,2927523427.0781274
Schiller,585589,1121798769.2352414,1437695976.6901574
Talisman,305181,1629667086.776849,2652760518.174523
Corben,209330,535472686.2894397,1695470548.670242
Clemons,85894,897400785.5482078,488314583.69245905
Melrose,470328,996584031.6524675,145321372.58749592
Florence,223726,468836666.11676896,1595606767.5873013
Miller,428544,656793673.0742915,1536078253.4635284
Carberry,744660,1173056789.643858,5296511938.648759
Sommers,921400,652236390.1845579,466295534.39239794
Amoth,826515,1234854921.5253017,2337717330.5490108
Hanson,540362,561574396.720329,3620537188.1956153
Northview,852294,2098393190.2982874,2604519464.49595
Summit,704598,1604914642.5564888,1537614808.4951425
Marcy,309006,902233629.5327318,1647566578.7279203
Fisk,821502,788731816.2522805,3542677368.5801597
Sachs,636191,696247875.9144495,2601148943.2773314
Glacier Hill,788744,808539865.2938222,134001030.25943401
Cottonwood,42238,1108973474.3944914,1283903233.9630456
Charing Cross,882104,2060752832.1926506,296992682.4489052
4th,605464,2014269484.8037128,4378109263.438448
Sugar,584992,1193318049.2661195,2843965347.2653985
Arkansas,956905,1219284849.08276,4993692981.407494
Dayton,311905,969916457.9366198,2183142035.9496937
Thompson,746301,1795041812.0070393,491930501.55510217
Bluejay,712186,1543924719.4633794,6853669171.474309
Oriole,90457,2012480529.0785396,399469660.71880645
Di Loreto,485049,482207130.7249239,1060696605.2748734
Mitchell,492351,1804813409.2673965,6081365088.470109
Derek,246444,1990519734.1325169,68826232.93222399
Center,369394,324503032.6654215,1651782772.8690956
Bartillon,576197,1345218630.6748943,1066723219.5915849
Browning,660857,709011370.9377627,457216546.0061038
Gulseth,870153,1683138280.1903644,190412396.67789033
Maple Wood,136799,141656288.44941056,2877908482.4585857
Ramsey,212420,1599889677.265042,947705792.3064512
Northwestern,374710,1433067365.7384706,5623516.682962412
Fairfield,167652,581495711.2466538,1401046587.5033197
Ridgeview,319903,955649582.4547718,3363898394.057595
Homewood,738523,927979571.172116,1564941323.3854146
Walton,309085,1389790616.2635987,4737756477.964031
Pleasure,372872,69627941.74221848,1419717907.6271834
Stoughton,561741,1503766381.7603755,858181576.8522598
Northview,132595,567902467.1892446,1944717773.4547138
Summerview,956167,806127189.4797888,1134971860.2657034
Continental,341991,1848649485.7257137,167571088.86644322
Menomonie,573622,1142622399.7962768,2508713303.4744024
Sugar,297849,1191228430.4023707,3589309719.144182
Northview,450992,2131254830.4900634,6007435375.064748
Oak,360461,1034442222.9094033,924573588.7238779
Straubel,587948,1445522631.114656,1079741968.3179832
Bowman,567929,1448423263.7019172,996140204.2568383
Hoepker,299577,1918272194.3138506,1676575337.1850424
Prairie Rose,45266,2069787231.3852968,1677249690.420237
Burrows,957663,688346810.7789074,2891873109.573114
Ryan,892664,278832240.5595586,1521340958.9484377
Brown,103840,497905600.0531702,3059603979.431423
Caliangt,85239,709804788.765081,122492193.1055665
Green,160038,860866658.6635394,2441362205.1666083
Kensington,526407,209561309.35234562,1325157066.4322062
Portage,48516,1258308634.6158838,1578464398.5422153
Troy,589505,1205954074.2714984,2358464144.1574674
Kim,198120,87322807.6762723,581818124.7940245
Mendota,829528,1206584463.1136565,114402073.91628852
4th,654840,2056957267.7963486,1260632900.064767
Hansons,271309,667858279.9156765,939160709.3135303
Lindbergh,406309,1969894442.7287586,1128538944.8265991
Rigney,273188,702361533.0452585,15125249325.530714
Hansons,780562,1952139548.1621819,936200497.1379018
Prairieview,420336,1001868776.2360303,194392732.98869762
Evergreen,199580,988052745.3920323,656983365.2832417
Marcy,847997,1915229317.41938,1123673702.3632965
Birchwood,990223,1360897236.4993956,1305313955.5564601
Caliangt,223642,1073639085.7856752,3347288798.435953
Glendale,353881,2104659562.600386,415740287.5808027
Buell,217638,1549864745.58835,4295707070.2572365
Rockefeller,89264,607134176.0391359,286634682.8390719
Northview,994619,295505013.23865837,4735903239.051597
Southridge,796292,737072810.6023124,3653584575.89415
Wayridge,105278,1941027721.4080951,1364814146.3819587
Grayhawk,710306,591386612.0852818,1570733646.1282828
Tennyson,148113,2043941989.956374,1060862720.784988
Hansons,626345,1094537257.9533155,111765160.9090759
Ilene,466362,1545632632.3214657,2022716324.1486359
Summerview,61167,1661814995.1621966,930187664.1019586
Service,35993,2040718434.7776086,4475762672.939795
Bunting,591578,1206750698.2559001,2683104732.6452003
4th,819525,62214550.56324225,2141343727.6488314
Eliot,331670,1428726681.8318202,1375046264.1970375
Morningstar,555624,907395876.7325357,746895900.9283612
Northview,653515,1046131573.0934757,333204993.20535177
Southridge,587440,2002085792.2748563,770883349.0762616
Continental,46194,392343883.39492184,2341531913.524814
Sauthoff,840967,108667192.79825363,3054412949.3291492
Claremont,380707,1760612874.322434,992261480.6952895
Karstens,582548,392509811.81503373,2505253044.183556
Oak Valley,904641,534271824.9841226,1890058014.7760637
Monument,898041,1508585963.164983,4899708861.5298395
Fuller,74598,1984183479.0286734,473322267.4046856
Schmedeman,740150,187437088.9917688,759884742.2009733
Little Fleur,814778,364082205.1660142,3902645098.897668
Dixon,871223,282950903.4129368,2211296083.9520226
Prairieview,979433,152195495.423085,2682811937.953462
Wayridge,282572,1789601293.9978185,455805314.7530877
Karstens,897329,490451926.56389666,118289151.39550976
Di Loreto,175783,1828285987.3894396,8557219808.111795
Dwight,94178,1151167172.056707,1022327815.2758639
Sherman,27785,12033472.034354001,1442088631.6832032
Melrose,379448,851029821.4869348,531519880.90340096
Sullivan,562579,1769025845.2388253,6836599467.802735
Lakewood Gardens,409838,1139243369.9432209,2402355440.0937853
Armistice,688421,193496457.67810422,1707512081.2270095
Center,519714,242938005.21612805,806601330.9519931
Glendale,314362,116897075.33356461,3194749544.481079
Crest Line,807744,198926645.21238264,2554295846.47516
Fair Oaks,502489,20743262.148937657,3176763007.361748
Melvin,363605,923690752.4233772,754006605.0095606
Chive,36289,544004612.3539889,152688743.03435943
Thompson,362554,591169536.5481246,1104232300.855547
Anhalt,736192,406349973.2411646,644438427.5998372
Riverside,493860,1435302065.7381442,44744038.0351097
Morningstar,847848,184116562.44580802,5172094940.099455
Oak Valley,511451,544912526.7898909,1716393660.4279845
Morningstar,234153,75268965.0562969,2485441273.0508957
Forest Run,786039,285331172.7487861,728185370.9191712
Debra,236218,793014731.6384237,1338847144.5516338
Chinook,311030,1935363549.8491514,214839696.17571607
Roth,539103,904828946.4899733,5547578549.410943
La Follette,655966,546026900.3235874,5177152879.682944
Redwing,17806,2086198891.8625703,307800063.2087475
Debra,579948,755506285.7594049,3279294453.2315087
Union,346833,1277055826.12308,335017837.8502874
Lyons,140226,1420387059.0816042,3018902992.900842
Fulton,222866,971226316.9875823,4408637353.402148
Burrows,656670,603756695.1247576,138239160.66751367
Lindbergh,829078,1551010980.674568,5002890789.556467
Lake View,440521,875318596.5898243,80556592.8289915
Daystar,917098,505039886.7634702,1417078982.718227
Burrows,156842,1029288994.8803551,222269618.50526404
Di Loreto,914660,1807275804.0983212,1940752551.8102024
Iowa,268729,1076810977.0859945,3372714458.2749963
Anderson,423946,1732309877.2555904,3438576956.68865
Mccormick,924886,297873900.20701694,4585910073.0103445
Golf View,19396,984039665.356861,842318376.3154129
Buena Vista,41367,2050652636.5313911,4195866831.259521
Utah,276164,574416792.0336394,2751737365.7620153
Sycamore,378316,918588087.1011847,12434208202.671818
Mccormick,875,1269998389.887011,2143832210.242974
Derek,736294,352793600.04319835,616763103.0834234
East,944635,317162849.0183683,3686283027.052832
Village Green,527522,624395698.65044,714256526.1270249
Farragut,868468,892329315.8123161,300926706.9569808
Lotheville,69649,552499762.0674841,2145833623.0168097
Fuller,143387,1640425852.6590648,732686766.278452
Rutledge,753095,294769061.0457812,239146649.70302016
Hauk,827674,696924683.3121519,1478895897.7008958
Ridge Oak,6813,1618536043.2948563,2155990491.7546654
Duke,801187,1772127773.127937,752622139.0026835
4th,334370,2068687881.441371,5697636688.862827
Sutteridge,293948,1067107247.4160361,5819843522.618553
Caliangt,868768,589816531.4161183,2714642804.6558557
Forest,495888,1700656740.2240794,835742075.3550582
Gulseth,648683,2054128537.5038025,7789285500.609765
Merchant,693078,607820199.5974655,4232470475.717398
Jenna,701047,166072795.5268779,2896239029.000223
Lakeland,668213,80361167.04128256,929766504.614675
Huxley,706695,44183026.39631272,78828736.83646025
Dryden,543355,1928847309.469683,1729438268.2439027
Knutson,437179,269441097.11342376,958820181.8041394
Rigney,517980,847240446.8410815,1490972841.3212934
Loomis,256410,325713675.1469997,1310810284.8898678
Utah,346634,1098964796.7029765,4102884373.3043785
Bobwhite,144615,435630777.1739604,1097332494.6282299
West,434630,1529227765.0306118,66681659.75787556
Maple,401792,1535050570.1147022,2811130219.7023277
Browning,788105,569288522.7501293,1249463058.8969421
Sachs,756443,1669988941.1451337,675506937.4273125
Northview,704511,761067817.8647527,10115553444.574732
Monterey,613603,261896042.02524525,2624800336.0991335
Schiller,850637,1731883964.2984083,1373297524.2269926
Farwell,594880,1439105299.1527886,1315010950.0297086
3rd,971327,819063876.3147647,4586141968.306354
Lawn,296579,2090677381.8741477,611179505.9984845
Clemons,423350,155041328.7010462,909287886.2964616
Dryden,596744,728093684.9306488,998124800.824273
Alpine,927820,934316057.6858473,534092703.78249264
Miller,372658,471907950.5495674,12441092.936922802
Cambridge,622276,1521465531.5202916,157024015.06159207
4th,500195,1996974269.681769,4190879722.4088564
Derek,198168,49235907.65236929,2299347082.991398
4th,278813,1252810149.5989165,530645209.9852381
Marcy,717480,2093378161.9815583,1133442948.9800684
La Follette,326185,321083768.69806534,1297054156.3257196
Rigney,80082,1182844914.50717,2543178455.6948714
Arrowood,414357,919715083.289493,75266533.36816908
Eagle Crest,627367,229168484.8241387,3148242620.668464
Holy Cross,256360,466975297.387392,2704628440.2822638
Talisman,58087,1597408202.7865381,6207389744.402092
Waywood,828509,1641950112.4589674,1662448452.1528552
Wayridge,491816,145836942.05995184,18568243.60107432
Stang,105454,1683090018.0814888,20347501.049867477
Pawling,414747,1988474162.2437143,115502591.27466172
Forest Run,613172,1067319409.450197,864052802.9170153
Anthes,120873,503625803.8073928,195984416.52056527
Holy Cross,713093,805927922.019264,1094209757.7542324
Holy Cross,757333,871968332.4393063,583841721.4857733
Tony,643488,1063366926.9192275,1246360803.457698
North,718124,660951295.1485943,896004987.6587318
Arrowood,782329,1940610741.6204429,809756288.7416809
Hollow Ridge,764016,809382701.6838015,871967895.9726417
Karstens,772643,2070947019.337215,3305338349.082191
Warrior,100634,442820581.0652106,492275304.37616986
Killdeer,274773,91188672.74574807,2972961362.530668
Ruskin,57220,604612106.7957907,8233676549.257827
Calypso,811641,360497497.6136859,2607861897.555526
Green Ridge,361719,183814111.68098095,1846622013.3588247
Columbus,672558,1168600295.8890898,567861920.5367478
Drewry,835290,1603978927.4208434,2767090148.878172
Sullivan,566477,2130622948.1504092,63083587.63840997
Bowman,886441,1780202550.3356743,1851893801.4976933
Canary,690485,807305179.2311983,751801207.3374025
Victoria,903854,1023203340.4939246,4046848556.6357775
Weeping Birch,332132,1394662047.1377127,3285291937.1490974
Golden Leaf,400169,1285697208.8141038,25044808.08014369
Macpherson,527724,588134664.2760326,939058945.5392597
Farwell,872267,504732134.2988062,1919927551.9669616
East,452515,1212579493.5617573,268707698.4812767
Spenser,820500,709082432.5266222,2462013696.9940596
Moulton,409623,1987043438.4381719,1732885042.5579388
Amoth,799229,697088860.8502089,1916705887.8179622
Golf Course,531765,1627846651.6653817,4379955431.660192
Iowa,463064,1017832287.7350055,509061127.6300847
Kenwood,479023,10977630.811616257,339435820.8924683
Ryan,445706,2139462251.5974941,4425340587.576454
Lake View,485012,2096693586.148644,1797303375.0102057
Anzinger,275648,537824320.6653869,13092052198.07592
Rockefeller,65191,416511617.1611895,187801665.70690936
Cardinal,165483,612583733.7276212,5113148182.61638
Manufacturers,432508,1206959924.7619324,3553281339.1024075
Talisman,529835,924260303.1852376,942644288.3665265
Northridge,534873,359080918.9213953,916291179.2804842
Butternut,719778,1680941225.2266846,1939128524.4108708
Thierer,773858,1405477237.7561667,2445864544.1258626
Petterle,550210,2034833587.2779057,6197425909.036471
Ridgeview,357089,1746559435.3017104,428827729.0411292
Debs,405224,2114526825.8376215,1544417802.5060327
Sauthoff,956664,1266698486.5381076,61673322.616175115
Glendale,545265,679104238.5282058,7133728481.392646
Jenna,282094,1096297932.992566,250832909.70057556
Hansons,573038,135629097.4954861,87273604.04349439
Rigney,885157,958479020.6132296,4903449721.529923
Aberg,357726,183294901.04075435,1427963054.835844
Buena Vista,978447,1950850498.6714687,913291710.0339878
Sommers,181,1970367931.4531617,1836592827.0569196
Oak,104988,1644055333.020594,8284310694.331088
Waywood,44458,508785132.7948775,2039802797.4113193
Judy,920775,1077370498.790734,2035399327.8832731
Ridgeway,70415,1336590494.4143143,3330977184.6560884
Blackbird,725236,1692682282.6859133,1140211973.5649474
Oxford,187714,1480000956.0974827,3283946093.093295
Upham,669392,292548348.26675093,3151594613.49826
New Castle,630816,1116320228.6436925,7031819127.372755
Kenwood,183778,140474983.97660512,678252612.6219606
Browning,860525,1146364608.5131352,1075056080.9020963
Maple,480921,1784726166.332812,5343961383.988757
Golf View,289072,1700820587.8677297,4678093210.766238
Quincy,222595,1772396985.9423528,1371283655.7388878
Oriole,7610,61193652.524426974,230108269.3875834
Monument,198214,1535622780.7368073,13730374565.005823
Marcy,823622,879242987.2798988,954955122.9711708
Sullivan,290211,1332348305.9719818,1897626956.1586082
Quincy,362192,181922522.51556793,3546684118.484939
Superior,498171,1686114784.011328,466768184.0211355
7th,218737,848923836.8421501,1632098228.2892294
Larry,55278,754870699.6879575,8770414806.182089
Arrowood,765046,1068841932.6006372,6639605564.115056
7th,533966,366036906.5516587,1232469793.465421
Holmberg,842239,1055116419.2467047,7006406025.838311
Rigney,84302,1503345424.0049865,843372824.3757865
Coolidge,540811,1067366846.5399454,2605177824.3861074
7th,62177,1397205514.1987202,184750879.9903503
Pawling,828626,1707163869.0469532,3208422517.0655227
Transport,766930,1643251445.7102048,685636393.796924
Summer Ridge,664424,848317058.6764611,404502285.7600216
3rd,29316,832810824.2956585,1033282978.5093066
Loftsgordon,206230,23281811.852487974,2670256962.110263
Southridge,940452,1016984613.3237419,11253303.049085405
Waxwing,132395,1863761238.4101174,1319644543.9052157
Meadow Vale,989780,1843999158.8896184,1165885682.3338058
Melvin,733102,903130632.120439,2706369969.358808
Express,929795,1511816033.4053125,4083045614.889624
Basil,61999,1755104923.3036168,1338835732.0037916
Little Fleur,995410,1395879597.8119943,4239013715.601702
Dapin,701320,1192292622.2669399,2948686355.9375978
Charing Cross,273090,413922679.02258664,5136632857.601874
Dryden,722144,81560844.26954019,106507274.77901493
Vernon,808453,1138627061.7235756,2053038486.6382236
7th,984769,960765397.7766249,2923156100.118414
Marcy,423918,253976124.3920476,7712271263.425219
Schmedeman,452696,669521376.296915,4429570153.872858
Acker,371087,563440606.8799553,3394490110.1236925
Lakeland,608276,963387344.5741439,1977051263.9822679
Golf View,379785,245859123.80086765,1927990241.866457
Anniversary,71360,371954189.9251635,989036265.4740436
Moose,56634,563534547.4439923,187757337.91560403
Anthes,183072,395741488.6154741,59791536.30947117
Bobwhite,299723,875254792.2997432,608607239.9980385
Jenifer,952561,69366290.11149047,6169717867.209863
Dayton,753105,780828877.9066693,2339571352.272493
Artisan,517416,1867185272.8669963,3104493309.156943
Northport,52838,980078248.6495703,8116585951.443531
Dunning,705057,1971464502.4165611,1844559319.3176746
Columbus,962180,1743154172.2332718,273586553.57401544
5th,315420,36928731.77856363,125695475.62030777
Talisman,444730,206102287.80062687,7038105181.915487
Jenna,308093,452733245.3056704,1938678734.854893
Florence,993037,609035776.8380866,7431555736.500708
Declaration,117175,155572240.75477934,6903988305.577841
Hoffman,7686,2003582901.0008917,307811509.34142554
Coleman,989796,1706838044.467358,2332793313.6531663
Karstens,98922,673566167.6041465,124205614.4418506
Dryden,822693,128407354.6000956,1436644987.3095775
Sherman,346492,417890325.8781383,1203332823.074476
Redwing,645894,72808186.61415756,619215647.4275068
Magdeline,559837,1284890475.0698419,1519055118.4593637
Fremont,100358,1809494527.3309247,1049705391.2879033
Merrick,764545,1557786270.6923952,2365647628.4542994
Prairie Rose,569138,210955319.64847633,178092313.86797607
David,749052,1867328618.538508,1495284901.9688401
Morning,7461,326585048.21057475,860285777.1296985
Magdeline,60151,1489035649.6207762,1553395037.5189621
Northview,542832,14464167.465885084,380486565.55538523
Grover,756164,282789641.97647583,6919254653.332332
Bunker Hill,539701,43046045.626917765,791091549.6533805
La Follette,938390,1550703180.5670755,3326471122.4346485
Cherokee,350879,921938246.4268311,53039320.72482653
Jenifer,103994,1527910853.6023262,2668391200.6637645
Rowland,564934,1110989968.895995,6388997460.172021
Colorado,505331,1465325166.5640988,44735905.802551664
Cottonwood,270296,314789624.97176397,2738173342.32531
Reindahl,863229,1490557097.8268394,5908242913.685943
Debra,664262,2019450036.0458384,2247087849.5508237
Green Ridge,330263,720083009.3788195,110163505.55017537
Scott,770826,463208855.1769584,1628065975.6513264
Ryan,968710,912610075.4122373,3328509719.204087
Monument,148085,1033788185.0208431,5588155654.828809
5th,300576,1343346962.8634508,9827304822.72525
Killdeer,384479,1344869270.5411878,489607944.9771952
Fulton,731527,1032019364.8549302,7377187092.083767
Stuart,922852,1775612840.9861386,2404517099.474228
Del Mar,423132,289204180.7772424,5614026617.55497
Reindahl,641953,1242810645.0752738,1619806878.7517977
Wayridge,576686,368147614.5251722,1166388566.0510864
Merrick,313454,886850531.253,1408827752.1416173
Di Loreto,674342,567412480.599075,1250106247.0085883
Morning,108630,652945763.5332505,1069785783.0916753
Laurel,898577,1707695280.154869,931256704.1454984
Monica,103609,1032507858.301337,5073047044.321399
Blackbird,442687,211070730.21204054,2382867256.5845838
Arrowood,122466,1984014889.6707244,2810671682.4580045
Derek,461987,42028057.0687034,924118435.314532
Hauk,678382,941456720.1625875,3247453960.4321413
Knutson,3794,1227953317.7754617,635234144.345888
Eagan,947061,1776941948.8070464,736281672.7552335
Lakewood,757275,1609334910.1342404,621853156.8777748
Maryland,124437,965824542.7597494,323694008.92933446
Northview,792854,1817347063.0476139,38761984.15032031
Walton,250126,514861320.6497575,2103974023.4568808
Browning,342691,476101858.91374314,148292504.73077482
Novick,639114,1501392285.3843377,35221976.73694728
Summerview,644068,1408638541.162782,774754793.8502084
Golf Course,876206,1531327395.4327877,4391984907.410722
Redwing,626868,1595892851.2786024,5605504908.9874935
Northridge,714647,1430355844.7047393,2116866647.1126711
Debra,833297,1749435414.7209086,7256617358.326169
Hagan,554496,1050265464.202397,345300092.6642092
Hanson,997393,2079052701.6508765,1550772587.0565288
Pleasure,298522,489722263.83651525,184343528.4169266
Kedzie,613048,771954335.1691762,1138123267.8083508
Mcbride,440671,1521908973.9556663,891661535.3712043
Schmedeman,533424,794662944.7900941,2574018544.469649
Anhalt,859969,816950734.2295339,285068115.57646394
Bellgrove,884380,1134290550.495856,12593189941.045902
Victoria,814285,323822982.9167872,5029456616.499821
Sunfield,301615,1576633251.3650625,4774683593.901524
Spenser,139197,911551985.1156354,4902263875.201922
Talisman,915015,503033854.7535796,494628425.37503463
Continental,557906,579519071.4887686,2401504862.7881193
Cottonwood,377428,684806318.6328543,2049805429.1620421
Vermont,908173,261117266.92568764,1595135338.945049
Ryan,265189,522469750.5252295,2194227990.6405516
Talmadge,576803,2055228211.2098424,323036167.6690441
Darwin,154169,441169751.74366647,3073851264.495842
Oak Valley,735250,1688949526.0502133,1198203204.3015378
Talisman,695723,41486903.430673815,1634462916.244281
Warbler,122425,1217762592.5273113,5378534182.724049
Redwing,859567,665846152.9984038,206468818.69543743
Sugar,421240,1278069171.5870295,395577560.87048376
Hauk,472026,507181608.05552006,273286514.27725714
Blackbird,53534,663876182.4339948,769936166.9324502
Dahle,454766,1200127023.7233622,339869617.2182247
Cardinal,354106,1959141926.8487997,1808083809.3678012
Arrowood,68540,848814173.3166714,2612132745.9646454
Kenwood,26884,126811463.41331324,5161007865.551654
1st,205098,767329051.7533239,1195022079.5338182
Darwin,97137,1056068328.6894132,51335133.5080222
Havey,15332,573628940.0679474,1366512151.910018
Autumn Leaf,98379,1311815132.320738,1715306940.5445092
Bowman,51876,686062174.8388181,1356933974.423589
Anthes,350230,888470996.91045,873415246.3089979
Buena Vista,237376,2125682504.5476034,4616213835.0089245
Ronald Regan,986884,566563029.8453294,2286144902.8906493
Vahlen,543424,1972045110.1188285,35823135.01514774
Kinsman,367249,211709784.15021476,2891219367.2259026
Hauk,209261,457394287.7964639,1310221466.1094525
Charing Cross,449227,1909756772.3245914,4150626289.286047
Northview,496536,1113586074.5172222,161182200.25589898
4th,171593,1124072809.9398563,5131634419.246399
Eagle Crest,773075,2128163130.4919162,2896309425.474712
Florence,982253,1967488050.8610299,1312144881.2853184
Browning,199452,715540767.3439885,3075628370.925207
Charing Cross,373721,1387436563.701816,908952866.4288511
Helena,851023,200551575.2124166,3210536526.0498714
Bluejay,195414,23050260.881036747,857217504.3918419
Thompson,878689,1235706127.433758,2303172147.5779448
Washington,287359,1558531564.9148815,1310714346.7425473
Ruskin,598110,938931640.7103169,2518390755.46112
Nancy,509110,467365772.6443389,1776978316.3429878
Arrowood,595282,459149138.9198254,2472716998.2104936
Nancy,360754,501381567.1611715,1101986886.4836323
7th,40776,1334515608.4584653,792933473.4622488
Melrose,139984,1652238497.110196,299517600.2115251
Drewry,89840,932160035.9771705,210967717.2505914
Union,598588,1664563641.392028,8860362563.968548
Tennyson,619323,1468904090.8640356,42029479.11750497
Talmadge,31399,1247670954.5894895,227574727.10774657
Paget,770566,1571537534.9919875,6231761389.905998
Gale,386854,47436789.685718305,4903733358.2043295
Colorado,197764,1232996509.6897385,336407496.90759915
Algoma,197475,1881549240.261995,518297330.1794801
Bunting,554586,1842650318.781651,770494062.8647708
Manufacturers,656501,171967731.34210527,1021815347.5549198
Shasta,777142,1091407907.116009,2742356689.8382163
Maple Wood,554426,725425425.8792781,2087386758.1408522
Maple,606559,2101033072.6846292,688698829.4143859
Shopko,149737,429570091.9382887,9840961.709718548
Larry,240117,260289096.92801782,3800051370.8937078
Eastwood,253495,1409788866.6657834,1443377476.4029415
Waxwing,145131,1767508906.0743067,7511988167.287296
Bashford,691836,821975884.5402414,4485177466.909116
Pond,314365,459796979.3496027,3352103856.723664
Transport,405321,201644347.84660038,6015567392.802924
Oak Valley,815239,376389231.8079037,3792349964.3764925
Esch,352361,1404740277.7952464,870960719.9333646
Lien,29545,1640521698.446577,2055767418.5326939
Burrows,804041,144550836.08519915,943161832.4706689
Duke,706686,1304692650.1259022,2209060360.842953
Dexter,704166,1646288545.6464453,1813917012.5693572
Amoth,655824,2086444283.648121,4048702533.6949224
Saint Paul,54393,1156028035.0597358,98796332.21130796
Hollow Ridge,605812,54474574.94684323,1907643067.9825532
Green,71518,419441963.23396623,2946214404.2001796
Ramsey,805253,1331858192.2370453,9311885759.00591
Buena Vista,403729,2026251775.8051274,27349887.429315582
Waywood,268814,1710295949.8023303,11345273791.765488
Monterey,455753,1328043879.6101954,4213371972.841441
Dakota,4614,258966335.53674945,3040654333.5707693
Anthes,416577,1322611908.0259826,3536226239.562792
Buena Vista,734991,1833030821.5882866,4564335320.586019
Dayton,808458,1407548777.227939,4925695517.737263
Grayhawk,599864,1888523328.2818012,391135024.4402183
Gulseth,206209,668489463.2296087,329888368.1131428
Sutteridge,952424,591738954.518249,3559010596.546193
Warrior,554716,2077190108.7450767,3459644787.806166
Bultman,951429,265334829.866621,5518590523.777554
Luster,774964,1997103464.5140567,495855805.41322017
Charing Cross,939350,933416979.0183506,2921517941.6287255
Tennyson,163569,1131810676.945351,1881625987.1956887
Fordem,236699,466015612.2860349,1168675158.9625518
Gulseth,893711,1237644664.765818,906085778.711695
Sherman,24212,1932005328.0228815,2162078290.560607
Anthes,591580,29415200.9975072,173647995.59932116
Derek,798086,1476520985.305307,2112702804.9947858
Cambridge,436879,1566243334.8572223,503074249.5838319
Erie,674154,1222088841.9749305,995326685.7571353
Hovde,322104,1963011109.009402,4088179223.4278393
Rowland,870863,557825588.0057318,21083829.625172596
Oxford,835364,499584354.69144326,2499949726.946692
American Ash,406511,1725857572.599512,333265356.9330003
Eggendart,191816,48361512.23063324,3362776714.8349285
